258	1642162	1764813
259	1636206	1772557
260	1630172	1780229
261	1624251	1788042
262	1618457	1796009
263	1612494	1803807
264	1606554	1811646
265	1600552	1819431
266	1594566	1827250
267	1588509	1835002
268	1582220	1842499
269	1575338	1849310
270	1568684	1856391
271	1561842	1863250
272	1554898	1869988
273	1547961	1876732
274	1541708	1884310
275	1535159	1891535
276	1528577	1898726
277	1521939	1905852
278	1515168	1912814
279	1508477	1919880
280	1501760	1926916
281	1495089	1934015
282	1488140	1940754
283	1481303	1947639
284	1474821	1954995
285	1468480	1962548
286	1462917	1971160
287	1457592	1980125
288	1451440	1987992
289	1444787	1995183
290	1438417	2002773
291	1431829	2010068
292	1425467	2017690
293	1418937	2025084
294	1412434	2032527
295	1405828	2039829
296	1399142	2047021
297	1392625	2054467
298	1386013	2061781
299	1379421	2069132
300	1372955	2076681
301	1366269	2083906
302	1359721	2091348
303	1353269	2098949
304	1346690	2106362
305	1340282	2114054
306	1333498	2121161
307	1326901	2128571
308	1320432	2136196
309	1313887	2143711
310	1307455	2151422
311	1300899	2158939
312	1294320	2166429
313	1287653	2173781
314	1280992	2181149
315	1274424	2188685
316	1267957	2196407
317	1261493	2204147
318	1255086	2212003
319	1248582	2219702
320	1242130	2227508
321	1235598	2235183
322	1228834	2242448
323	1222481	2250476
324	1216026	2258334
325	1209700	2266450
326	1203552	2274922
327	1197315	2283253
328	1190904	2291271
329	1184812	2299930
330	1178417	2308024
331	1171771	2315643
332	1165150	2323324
333	1158654	2331268
334	1151721	2338342
335	1144971	2345794
336	1138270	2353356
337	1131523	2360833
338	1124975	2368737
339	1118506	2376826
340	1111965	2384781
341	1105190	2392248
342	1098368	2399620
343	1091583	2407080
344	1084755	2414456
345	1077878	2421728
346	1071044	2429101
347	1064264	2436606
348	1057441	2444019
349	1050638	2451490
350	1043777	2458832
351	1036857	2466039
352	1030068	2473565
353	1023302	2481157
354	1016480	2488624
355	1009701	2496207
356	1002938	2503840
357	996221	2511601
358	989701	2519877
359	983034	2527802
360	976372	2535758
361	969658	2543595
362	963190	2552102
363	956774	2560778
364	950406	2569616
365	943746	2577696
366	936948	2585413
367	930320	2593621
368	923597	2601584
369	917007	2609945
370	910280	2617939
371	903413	2625544
372	896540	2633145
373	889694	2640839
374	882860	2648582
375	875999	2656256
376	868978	2663453
377	862041	2670916
378	855091	2678344
379	848126	2685734
380	841200	2693256
381	834294	2700851
382	827458	2708689
383	820595	2716454
384	813767	2724352
385	807136	2732936
386	800615	2741929
387	793690	2749571
388	786618	2756706
389	779565	2763914
390	772538	2771216
391	765545	2778645
392	758659	2786477
393	751763	2794290
394	744770	2801756
395	737681	2808864
396	730677	2816301
397	723668	2823725
398	716630	2831045
399	709619	2838476
400	702716	2846358
401	695741	2853958
402	688699	2861297
403	681645	2868591
404	674547	2875704
405	667455	2882838
406	660364	2889982
407	653282	2897166
408	646201	2904357
409	639137	2911624
410	632087	2918964
411	625086	2926539
412	618153	2934452
413	611062	2941627
414	603947	2948684
415	596831	2955734
416	589771	2963068
417	582763	2970674
418	575743	2978227
419	568718	2985772
420	561690	2993310
421	554666	3000888
422	547657	3008557
423	540645	3016231
424	533685	3024218
425	526693	3032045
426	519708	3039936
427	512679	3047595
428	505648	3055257
429	498680	3063325
430	491679	3071213
431	484697	3079253
432	477690	3087160
433	470740	3095476
434	463811	3103970
435	456798	3111938
436	449771	3119840
437	442799	3128165
438	435754	3136003
439	428725	3143986
440	421687	3151938
441	414643	3159871
442	407584	3167720
443	400539	3175707
444	393489	3183684
445	386428	3191610
446	379362	3199530
447	372332	3207788
448	365299	3216067
449	358230	3224077
450	351222	3232677
451	344164	3240878
452	337091	3248990
453	330008	3257041
454	322916	3265039
455	315825	3273102
456	308727	3281127
457	301738	3290385
458	294763	3299915
459	287752	3309149
460	280677	3317749
461	273637	3326853
462	266619	3336351
463	259545	3345254
464	252479	3354373
465	245429	3363821
466	238329	3372721
467	231240	3381888
468	224132	3390915
469	217025	3400067
470	209874	3408644
471	202708	3417088
472	195548	3425725
473	188413	3434929
474	181240	3443567
475	174058	3452164
476	166854	3460423
477	159655	3468880
478	152448	3477287
479	145248	3485975
480	138028	3494291
481	130800	3502555
482	123580	3511152
483	116325	3518844
484	109049	3525927
485	101776	3533082
486	94506	3540369
487	87239	3547740
488	79974	3555220
489	72713	3562984
490	65453	3570867
491	58189	3578660
492	50921	3586360
493	43647	3593644
494	36375	3601219
495	29103	3608811
496	21829	3616418
497	14555	3624362
498	7278	3632025
499	0	3639117
