0	33606	67
1	820560	3295
2	548322	3309
3	420537	3391
4	1057941	10686
5	883788	10734
6	763521	10841
7	1075089	17481
8	1126133	20641
9	1318134	26900
10	1475051	33181
11	1617556	39775
12	1720209	45919
13	1836412	52900
14	1936479	59891
15	2007753	66372
16	2091624	73618
17	2191249	81830
18	2254071	89038
19	2315337	96472
20	2374875	104117
21	2421348	111442
22	2465666	118889
23	2499790	126039
24	2535665	133456
25	2566552	140781
26	2591467	147927
27	2619173	155374
28	2643587	162768
29	2660817	169839
30	2675752	176862
31	2690556	183969
32	2706212	191231
33	2719127	198391
34	2741540	206352
35	2759397	214091
36	2768684	221255
37	2780339	228685
38	2788431	235897
39	2792882	242859
40	2802754	250354
41	2817691	258390
42	2825691	265874
43	2831456	273210
44	2839087	280788
45	2845487	288309
46	2847677	295454
47	2847250	302362
48	2851478	309805
49	2853065	317007
50	2856552	324463
51	2858744	331818
52	2857655	338827
53	2852835	345410
54	2847176	351898
55	2843686	358663
56	2843280	365839
57	2837597	372354
58	2831079	378761
59	2823897	385076
60	2818861	391686
61	2816567	398692
62	2811301	405290
63	2812960	412911
64	2806493	419361
65	2808983	427172
66	2805987	434182
67	2798762	440546
68	2791630	446919
69	2785978	453531
70	2780563	460186
71	2775730	466945
72	2769224	473427
73	2762321	479839
74	2756104	486371
75	2749379	492813
76	2744354	499563
77	2737311	505948
78	2730227	512322
79	2724765	519002
80	2723211	526444
81	2721647	533911
82	2719726	541336
83	2712881	547793
84	2705912	554223
85	2699954	560860
86	2692673	567221
87	2685879	573682
88	2678742	580068
89	2672072	586552
90	2664800	592901
91	2657454	599229
92	2649810	605484
93	2642196	611740
94	2635169	618126
95	2628892	624687
96	2622228	631156
97	2615361	637575
98	2608888	644089
99	2601770	650442
100	2596290	657206
101	2589708	663694
102	2583060	670164
103	2576494	676655
104	2569294	682977
105	2562175	689316
106	2555097	695662
107	2549386	702382
108	2543256	708989
109	2536889	715532
110	2530234	721994
111	2525549	729024
112	2518661	735423
113	2512574	742055
114	2506121	748581
115	2498665	754805
116	2491555	761128
117	2484277	767394
118	2479237	774355
119	2473930	781241
120	2468950	788240
121	2462829	794881
122	2456592	801487
123	2451859	808591
124	2445328	815109
125	2438204	821427
126	2431352	827833
127	2425014	834413
128	2418245	840845
129	2411381	847242
130	2404512	853634
131	2397558	859993
132	2390757	866405
133	2383854	872777
134	2376916	879133
135	2370119	885539
136	2363512	892014
137	2356691	898407
138	2349985	904842
139	2342880	911120
140	2335803	917404
141	2328960	923777
142	2322901	930462
143	2316187	936884
144	2310057	943544
145	2303629	950084
146	2297418	956715
147	2291659	963538
148	2286304	970539
149	2281282	977692
150	2274852	984248
151	2269708	991367
152	2264323	998390
153	2258863	1005390
154	2254139	1012729
155	2250095	1020392
156	2244003	1027138
157	2237646	1033766
158	2232049	1040750
159	2225809	1047439
160	2219328	1054017
161	2212229	1060299
162	2205650	1066828
163	2199262	1073449
164	2193969	1080611
165	2188565	1087730
166	2181986	1094269
167	2175768	1100991
168	2168865	1107366
169	2163209	1114380
170	2156791	1121007
171	2150297	1127595
172	2144082	1134330
173	2138209	1141252
174	2134038	1149097
175	2127770	1155825
176	2121448	1162527
177	2115346	1169353
178	2108723	1175892
179	2102587	1182705
180	2096860	1189754
181	2090981	1196725
182	2084724	1203484
183	2079884	1211072
184	2072917	1217427
185	2066724	1224238
186	2059824	1230630
187	2053003	1237066
188	2046237	1243533
189	2039274	1249877
190	2032629	1256414
191	2025832	1262856
192	2019655	1269685
193	2013887	1276778
194	2008975	1284426
195	2003181	1291524
196	1997029	1298398
197	1991410	1305626
198	1985831	1312892
199	1979297	1319531
200	1973020	1326345
201	1966347	1332893
202	1960086	1339722
203	1953469	1346309
204	1946567	1352699
205	1939412	1358908
206	1932410	1365218
207	1925501	1371589
208	1918474	1377873
209	1911569	1384239
210	1904486	1390472
211	1897239	1396578
212	1890370	1402958
213	1883653	1409446
214	1877775	1416567
215	1873022	1424552
216	1868158	1432474
217	1863254	1440388
218	1858473	1448418
219	1851946	1455100
220	1845838	1462115
221	1839557	1468999
222	1833560	1476115
223	1827048	1482821
224	1821021	1489926
225	1816199	1498033
226	1810742	1505636
227	1804628	1512703
228	1799209	1520365
229	1793824	1528072
230	1788358	1535728
231	1782965	1543462
232	1777312	1550988
233	1771580	1558458
234	1766870	1566847
235	1762084	1575196
236	1756196	1582580
237	1750017	1589710
238	1743874	1596880
239	1738349	1604630
240	1733677	1613190
241	1728999	1621774
242	1724798	1630840
243	1720513	1639864
244	1715674	1648392
245	1711829	1657913
246	1706909	1666429
247	1701704	1674693
248	1696671	1683152
249	1691328	1691328
250	1686616	1700163
251	1681471	1708592
252	1675824	1716532
253	1670440	1724764
254	1664936	1732893
255	1659437	1741049
256	1653701	1748976
257	1648368	1757351
